Geo Type,Geo ID,Population,Life Expectancy,Historic Redlining Score,Toxic Releases to Air,Extreme Income Disparities,Routine Checkup,Systolic Blood Pressure,Socioeconomic Status,Housing & Transportation,Racial & Ethnic Minority Status
tract,26163526000,3122,75.1,3.8,93,0.3,70.7%,132.0,94,85,69
tract,26125161800,4158,75.1,,68,-0.2,82.6%,136.0,42,54,83
tract,26163540600,3370,75.1,2.0,73,-0.1,82.4%,133.0,71,20,99
tract,26163555500,2911,75.1,,74,0.1,81.9%,135.0,51,60,81
tract,26163577500,3057,75.1,2.9,93,0.0,74.9%,137.0,59,37,67
tract,26065005100,3546,75.0,,44,0.0,77.8%,,74,64,60
tract,26065005303,4140,75.0,,54,0.2,78.7%,,58,95,71
tract,26119910500,1499,75.0,,41,0.0,80.9%,,76,39,9
tract,26121003100,4626,75.0,,87,0.0,75.3%,,68,30,23
tract,26161410900,1555,75.0,,68,-0.4,71.2%,,11,6,35
tract,26163523400,2112,75.0,3.4,90,0.2,74.5%,134.0,84,52,86
tract,26013000200,4286,75.0,,5,0.1,77.2%,,51,91,55
tract,26049010811,2580,75.0,,25,0.2,81.5%,,87,74,79
tract,26055550300,6776,75.0,,5,-0.2,78.8%,,54,52,9
tract,26121002601,3641,75.0,,86,0.1,75.4%,,66,87,40
tract,26081003200,5392,75.0,3.2,55,0.1,77.0%,,94,27,80
tract,26163526400,1356,75.0,4.0,90,0.2,74.4%,135.0,99,62,91
tract,26125161100,3360,75.0,,67,0.2,85.0%,136.0,74,58,77
tract,26125172500,2411,75.0,4.0,77,0.2,83.4%,132.0,82,25,97
tract,26163577000,3761,75.0,3.0,94,0.2,77.2%,140.0,81,87,78
tract,26099251800,4098,74.9,,81,-0.1,79.3%,137.0,26,18,60
tract,26099254000,1641,74.9,,70,-0.3,77.4%,140.0,27,42,11
tract,26099226700,4795,74.9,,57,-0.2,80.2%,137.5,25,69,24
tract,26105950400,4575,74.9,,26,0.1,81.0%,,48,98,22
tract,26021011400,2427,74.9,,49,-0.2,79.7%,,35,45,35
tract,26025000700,2737,74.9,3.6,82,0.3,74.4%,,94,97,60
tract,26025001400,4307,74.9,2.9,89,0.0,76.2%,,83,63,58
tract,26041970800,4258,74.9,,46,0.2,80.5%,,60,99,7
tract,26049012006,2637,74.9,4.0,27,0.1,78.7%,,54,34,25
tract,26125121000,3302,74.9,,49,-0.3,76.7%,128.0,39,72,23
tract,26147626000,2042,74.9,,50,0.0,77.2%,,70,34,22
tract,26125142500,1948,74.9,3.4,63,-0.1,81.9%,133.0,65,52,85
tract,26157001100,3302,74.9,,26,0.0,79.0%,,58,50,10
tract,26115832300,4592,74.9,,69,-0.1,75.9%,137.0,79,54,18
tract,26163539300,4090,74.9,2.0,77,0.0,84.1%,135.0,80,27,91
tract,26163580200,2888,74.9,3.3,97,-0.1,77.4%,134.0,69,33,26
tract,26125144300,3756,74.8,,57,-0.4,77.3%,134.0,33,8,15
tract,26147621000,4146,74.8,,79,0.3,75.2%,,87,40,43
tract,26065003700,4637,74.8,3.0,46,0.2,77.7%,,79,70,69
tract,26121000800,2863,74.8,2.6,93,0.1,76.6%,,64,52,44
tract,26101000600,1437,74.8,,19,0.0,80.1%,,60,73,11
tract,26145011902,2165,74.8,,40,-0.1,80.1%,,29,18,4
tract,26163521900,3105,74.8,3.2,85,0.2,77.5%,136.0,81,60,67
tract,26163524200,5379,74.8,3.2,96,0.1,72.6%,133.0,92,45,83
tract,26163588200,3362,74.8,,99,0.0,77.1%,144.0,55,34,70
tract,26147650200,1067,74.8,,41,-0.3,79.9%,,40,22,1
tract,26163554300,4695,74.8,,69,-0.2,77.6%,132.0,47,20,59
tract,26017280300,1338,74.8,3.6,94,0.3,75.2%,,82,62,23
tract,26007000500,1895,74.7,,86,0.3,76.8%,,68,52,21
tract,26065000100,1896,74.7,3.1,56,0.1,75.0%,,69,25,61
tract,26125141700,2268,74.7,3.0,61,0.3,76.0%,135.0,93,74,87
tract,26147649000,4028,74.7,,39,0.0,78.6%,,64,53,11
tract,26163525400,2369,74.7,4.0,90,0.3,78.5%,136.0,80,80,91
tract,26163577400,3548,74.7,3.0,91,-0.1,75.0%,137.0,63,39,60
tract,26025001200,2289,74.7,3.0,96,-0.1,77.4%,,58,10,24
tract,26099255500,1727,74.7,,90,-0.2,78.0%,138.0,61,6,45
tract,26061000300,2032,74.7,,37,0.3,78.8%,,72,74,11
tract,26121000402,4302,74.7,,84,0.3,74.5%,,88,95,77
tract,26165380800,3219,74.7,,7,0.1,79.8%,,43,84,17
tract,26163523100,1480,74.7,4.0,95,0.5,72.1%,129.0,98,81,84
tract,26163523800,4683,74.7,3.9,93,0.2,71.4%,133.0,94,53,82
tract,26163525500,1177,74.7,4.0,95,0.2,73.8%,135.0,94,66,96
tract,26115831500,3169,74.7,,73,0.0,81.0%,151.5,61,78,3
tract,26099262800,2052,74.7,,91,-0.1,78.0%,134.0,62,78,54
tract,26163540500,3356,74.7,,74,0.3,82.4%,133.0,85,13,98
tract,26163552100,3814,74.7,3.6,85,0.3,75.4%,130.0,95,76,72
tract,26163569900,2664,74.7,4.0,74,-0.1,75.5%,141.0,55,27,32
tract,26017285900,5066,74.6,,79,0.0,79.5%,,70,53,17
tract,26049010115,914,74.6,,24,0.0,76.7%,,74,85,43
tract,26125144100,4012,74.6,,58,-0.3,77.5%,138.0,24,23,28
tract,26087337500,4190,74.6,,49,0.0,76.1%,,56,96,15
tract,26093722300,2881,74.6,,42,0.0,75.7%,,56,74,8
tract,26163545800,5325,74.6,3.6,79,0.3,76.4%,134.0,94,61,81
tract,26163565800,3550,74.6,,75,0.0,77.6%,140.0,54,67,20
tract,26163581100,3747,74.6,,88,-0.1,76.9%,137.0,26,48,46
tract,26021021200,1652,74.5,,78,-0.1,78.8%,,33,42,15
tract,26049012602,1660,74.5,,26,0.1,75.0%,,68,38,29
tract,26099258500,1981,74.5,,84,-0.4,81.8%,135.0,52,19,81
tract,26107960100,2322,74.5,,31,0.0,78.7%,,57,77,7
tract,26111290100,3521,74.5,,81,0.2,76.1%,,65,79,3
tract,26163565300,6069,74.5,,74,0.2,77.8%,133.0,84,70,67
tract,26163584700,2188,74.5,,76,0.1,78.0%,138.0,61,48,31
tract,26001970400,2802,74.5,,27,0.1,80.4%,,54,66,5
tract,26011970300,2758,74.5,,20,-0.1,78.8%,,43,37,10
tract,26023951600,3253,74.5,,53,0.1,76.6%,,65,96,30
tract,26101000900,2119,74.5,,43,-0.1,78.5%,,58,67,19
tract,26077005502,5535,74.5,2.6,74,-0.1,75.6%,,64,68,65
tract,26163594000,2510,74.5,3.1,85,-0.2,78.9%,141.0,28,19,18
tract,26125181400,3252,74.5,,79,-0.1,75.1%,140.0,39,39,13
tract,26115830400,4008,74.5,,64,-0.2,77.6%,141.0,34,44,12
tract,26163510600,6074,74.5,4.0,86,0.3,75.4%,131.0,94,58,81
tract,26163541400,2893,74.5,3.0,71,0.2,82.6%,135.0,81,98,92
tract,26099255700,1848,74.4,3.0,79,0.0,76.9%,129.0,54,75,44
tract,26163573400,3616,74.4,3.0,87,0.1,80.4%,133.0,84,98,18
tract,26163583900,3954,74.4,,80,-0.1,78.5%,138.0,60,50,67
tract,26017286600,5382,74.4,3.7,92,0.1,76.4%,,59,41,16
tract,26025003300,2065,74.4,,70,0.1,79.6%,,74,95,42
tract,26049012401,1829,74.4,,19,-0.2,78.3%,,21,8,15
tract,26057000300,4206,74.4,,40,0.0,77.4%,,62,87,22
tract,26099250500,2106,74.4,,71,-0.3,79.1%,139.0,13,17,5
tract,26143971100,2567,74.4,,22,0.1,81.1%,,64,59,14
tract,26081001300,3149,74.4,3.5,60,0.2,73.9%,,92,59,68
tract,26137950300,5360,74.4,,34,0.1,78.0%,,57,88,15
tract,26147657100,1821,74.4,,31,0.1,76.3%,,78,56,36
tract,26099261700,2585,74.4,,86,0.0,80.9%,135.0,77,68,64
tract,26163577300,3159,74.4,3.0,89,-0.1,74.5%,137.0,66,31,54
tract,26163533900,2799,74.4,3.2,84,0.1,79.2%,134.0,78,72,81
tract,26149040300,2843,74.3,,79,0.0,77.1%,,66,92,36
tract,26065003500,2861,74.3,3.0,55,0.0,75.3%,,63,89,56
tract,26163566500,2335,74.3,2.9,89,0.3,80.2%,137.0,90,50,54
tract,26163567800,4909,74.3,,75,0.1,79.6%,140.0,62,70,58
tract,26163583500,2624,74.3,,82,-0.1,76.8%,136.0,38,29,22
tract,26065005304,3221,74.3,,63,0.2,77.0%,,93,98,76
tract,26073000700,8504,74.3,,59,0.4,71.8%,,69,28,14
tract,26075000500,1750,74.3,2.1,38,0.0,75.3%,,52,62,49
tract,26017280600,2683,74.3,3.3,97,-0.1,76.9%,,58,65,41
tract,26017280900,2909,74.3,3.6,96,0.2,76.9%,,87,62,47
tract,26035001000,3279,74.3,,8,0.2,77.5%,,85,18,3
tract,26049013202,5685,74.3,,39,-0.3,75.3%,,44,46,23
tract,26125128400,4008,74.3,,72,-0.2,76.4%,128.0,81,76,45
tract,26147648000,1066,74.3,,43,-0.4,84.3%,,16,6,0
tract,26125142300,2307,74.3,3.8,64,0.6,81.2%,127.0,98,52,89
tract,26081001600,6175,74.3,3.3,63,0.1,74.1%,,73,75,54
tract,26163531400,1206,74.3,3.0,84,0.3,83.0%,132.0,87,65,99
tract,26163554600,3648,74.3,3.0,71,-0.3,77.6%,137.0,20,11,52
tract,26035001300,3659,74.2,,10,0.3,77.9%,,69,94,5
tract,26065002600,1998,74.2,2.9,51,0.1,75.3%,,69,14,72
tract,26125140301,3968,74.2,,67,-0.1,74.7%,143.0,39,90,73
tract,26049010110,2421,74.2,,28,0.2,76.9%,,67,68,19
tract,26053950100,2226,74.2,,1,-0.1,83.0%,,24,60,32
tract,26099256300,1765,74.2,3.0,83,0.2,79.0%,134.0,62,68,52
tract,26065000700,2763,74.2,2.4,53,0.2,74.6%,,93,83,77
tract,26121002000,3686,74.2,,78,0.0,76.4%,,69,41,20
tract,26125124500,6174,74.2,,39,-0.1,77.1%,138.0,60,91,11
tract,26163589400,5386,74.2,,67,-0.2,76.1%,143.0,59,35,61
tract,26115832000,1700,74.2,,75,0.1,76.8%,131.0,72,49,27
tract,26099258200,2617,74.2,4.0,91,-0.1,77.3%,133.0,72,65,66
tract,26163554200,3245,74.2,3.0,68,0.0,77.2%,137.5,61,10,67
tract,26163570200,2613,74.2,3.0,75,0.2,80.0%,135.0,98,61,84
tract,26053950500,2081,74.1,,0,0.1,79.3%,,64,37,1
tract,26065002101,2110,74.1,3.1,48,0.1,75.0%,,79,34,81
tract,26125141100,2984,74.1,3.0,62,0.2,78.1%,140.0,81,82,74
tract,26125175200,3910,74.1,3.9,83,0.1,74.8%,136.0,81,10,52
tract,26163501200,1648,74.1,1.1,84,0.4,81.6%,135.0,97,42,99
tract,26161410500,2712,74.1,,62,0.1,72.3%,,55,54,68
tract,26017286500,1808,74.1,4.0,96,0.4,77.4%,,84,67,44
tract,26163524000,3312,74.1,3.4,0,0.2,73.3%,134.0,,,
tract,26081001101,5962,74.1,,54,0.2,77.8%,,71,80,69
tract,26125144701,3830,74.1,,61,0.0,77.9%,140.0,59,96,41
tract,26163526200,3285,74.1,3.9,91,0.3,71.3%,133.0,98,69,80
tract,26163590400,7240,74.1,,68,-0.4,76.7%,138.0,31,40,32
tract,26163599000,5675,74.1,,70,0.0,77.7%,139.0,60,75,42
tract,26091061400,3581,74.1,,56,0.1,77.7%,,65,65,40
tract,26141950400,2300,74.1,,0,0.1,79.4%,,73,82,12
tract,26163561700,2223,74.1,,67,-0.2,75.8%,140.0,38,44,35
tract,26075001300,2683,74.0,2.9,40,0.2,77.0%,,78,86,76
tract,26099255400,2473,74.0,,86,-0.1,76.8%,146.0,25,1,26
tract,26163507000,2956,74.0,3.5,86,0.3,82.6%,134.0,81,75,96
tract,26155030700,3182,74.0,,25,-0.2,76.3%,,54,16,13
tract,26163580300,2897,74.0,3.8,98,-0.1,75.7%,138.0,67,21,21
