Geo Type,Geo ID,Population,Cancer,Historic Redlining Score,Hazardous Waste Proximity,Routine Checkup,Mammogram,Socioeconomic Status,Housing & Transportation,Racial & Ethnic Minority Status,Household Characteristics
tract,26125128000,3571,8.2%,,35,76.5%,72.1%,7,12,23,5
tract,26125134700,3395,8.2%,,56,77.1%,72.3%,30,35,33,58
tract,26125138301,3939,8.2%,,47,76.4%,74.1%,45,39,24,81
tract,26081010301,5452,8.2%,,18,75.4%,71.5%,71,78,22,49
tract,26081011500,7366,8.2%,3.0,77,75.4%,75.0%,32,91,28,52
tract,26125175000,3132,8.2%,4.0,85,75.9%,70.3%,49,61,41,65
tract,26149040500,2596,8.2%,,42,75.7%,73.5%,68,9,27,87
tract,26087337500,4190,8.2%,,64,76.1%,71.5%,56,96,15,51
tract,26163550200,3988,8.2%,2.0,62,77.5%,81.8%,7,7,37,15
tract,26163572100,5842,8.2%,,67,76.8%,73.3%,83,34,2,89
tract,26163573000,3085,8.2%,,76,75.8%,77.4%,30,40,25,15
tract,26163575100,2263,8.2%,3.0,71,76.5%,74.1%,46,12,37,33
tract,26163581100,3747,8.2%,,73,76.9%,77.2%,26,48,46,79
tract,26163583400,5131,8.2%,,72,76.4%,77.4%,34,25,28,15
tract,26073940200,6118,8.1%,,21,75.5%,71.8%,78,54,38,75
tract,26023951500,2810,8.1%,,0,76.2%,71.0%,57,45,6,67
tract,26033970200,3303,8.1%,,0,76.9%,73.3%,76,79,60,62
tract,26041971000,2664,8.1%,,0,77.0%,73.9%,76,40,17,44
tract,26103000400,2000,8.1%,,24,76.8%,76.0%,46,29,8,9
tract,26139021201,5504,8.1%,,38,78.5%,80.8%,14,31,23,3
tract,26121002200,3789,8.1%,,70,76.6%,74.8%,45,61,46,48
tract,26121003100,4626,8.1%,,54,75.3%,75.2%,68,30,23,42
tract,26125133001,2791,8.1%,,57,77.2%,75.9%,3,1,18,12
tract,26125144800,2827,8.1%,,47,76.1%,67.5%,66,43,45,67
tract,26125145501,3584,8.1%,,25,76.9%,76.8%,22,22,24,9
tract,26163572900,2561,8.1%,,76,76.7%,70.6%,85,59,38,85
tract,26163580300,2897,8.1%,3.8,77,75.7%,74.9%,67,21,21,44
tract,26065005302,6695,8.1%,,71,77.7%,81.6%,3,14,29,5
tract,26005030401,7764,8.1%,,14,75.0%,77.9%,17,4,3,24
tract,26005030704,5016,8.1%,,22,76.6%,76.7%,27,53,32,29
tract,26021020900,3086,8.1%,,58,77.2%,72.1%,66,42,37,62
tract,26023951200,4071,8.1%,,41,75.9%,72.8%,53,83,29,92
tract,26025001300,3971,8.1%,3.5,54,76.3%,69.2%,86,94,50,99
tract,26033970800,4136,8.1%,,0,76.6%,76.6%,26,36,27,22
tract,26045021401,3595,8.1%,,55,78.9%,76.1%,43,77,50,88
tract,26049011902,2940,8.1%,,23,74.9%,79.5%,47,32,15,66
tract,26049013202,5685,8.1%,,41,75.3%,79.7%,44,46,23,69
tract,26065002200,1659,8.1%,2.7,74,77.1%,80.9%,25,23,33,63
tract,26125128400,4008,8.1%,,64,76.4%,74.3%,81,76,45,54
tract,26099240800,5829,8.1%,,59,79.4%,79.3%,61,74,61,68
tract,26125138302,7344,8.1%,,55,77.2%,77.9%,1,17,33,10
tract,26125145200,3658,8.1%,,46,76.9%,72.4%,54,13,43,44
tract,26125160000,4128,8.1%,2.0,64,83.3%,80.3%,25,23,79,18
tract,26125166500,2753,8.1%,,48,78.3%,79.3%,2,2,51,29
tract,26081012800,4293,8.1%,,83,77.3%,72.5%,36,36,59,82
tract,26139021902,8119,8.1%,,58,78.0%,79.7%,1,0,0,1
tract,26161421100,3937,8.1%,,14,71.3%,77.5%,25,59,17,28
tract,26115830200,5925,8.1%,,26,75.7%,72.3%,9,31,9,42
tract,26115832300,4592,8.1%,,35,75.9%,66.8%,79,54,18,24
tract,26099262000,3278,8.1%,,79,78.2%,75.8%,50,47,43,42
tract,26163568400,3691,8.1%,,78,76.4%,76.4%,46,20,40,54
tract,26163574600,4411,8.1%,2.0,68,76.2%,75.8%,47,11,16,42
tract,26163581500,2229,8.1%,,71,75.8%,74.3%,30,3,17,51
tract,26163584400,3111,8.1%,,75,78.0%,76.7%,53,40,54,44
tract,26163563900,2315,8.1%,,71,77.8%,80.1%,26,4,56,37
tract,26065003103,5910,8.0%,2.9,69,77.1%,78.8%,57,42,56,26
tract,26065005303,4140,8.0%,,78,78.7%,77.6%,58,95,71,69
tract,26049011212,5898,8.0%,4.0,45,76.7%,79.5%,57,72,36,32
tract,26081014704,3066,8.0%,,70,75.8%,74.4%,12,51,23,19
tract,26099231700,6716,8.0%,,80,77.1%,76.0%,63,42,31,81
tract,26139020200,4396,8.0%,,0,77.6%,76.4%,67,78,21,24
tract,26125161700,3170,8.0%,,68,84.5%,80.8%,42,4,87,91
tract,26163591502,3292,8.0%,,66,78.0%,78.7%,34,78,35,57
tract,26163565900,2613,8.0%,,77,77.4%,78.2%,21,35,48,66
tract,26163580600,2852,8.0%,3.5,77,75.9%,76.5%,63,41,28,53
tract,26017280600,2683,8.0%,3.3,18,76.9%,74.9%,58,65,41,55
tract,26049011214,5901,8.0%,,31,77.5%,83.4%,14,13,53,25
tract,26057000600,4300,8.0%,,52,76.5%,76.0%,56,84,33,59
tract,26099256600,3025,8.0%,3.0,62,80.3%,76.8%,78,98,58,38
tract,26099224000,13583,8.0%,,57,78.1%,81.9%,15,9,25,7
tract,26099230800,5210,8.0%,,78,77.9%,75.8%,83,57,43,75
tract,26099241000,4821,8.0%,,58,79.3%,79.2%,60,77,63,38
tract,26125136500,5670,8.0%,,66,78.7%,79.9%,10,6,62,25
tract,26163590400,7240,8.0%,,42,76.7%,75.5%,31,40,32,19
tract,26163591800,5822,8.0%,,62,78.1%,76.5%,55,46,40,80
tract,26081014501,11449,8.0%,,62,75.7%,78.2%,12,22,40,18
tract,26147657100,1821,8.0%,,0,76.3%,72.4%,78,56,36,79
tract,26081014807,8624,8.0%,,57,75.8%,76.0%,12,19,15,22
tract,26085961100,3657,8.0%,,0,76.7%,73.4%,84,79,44,68
tract,26161456000,6014,8.0%,,67,74.2%,78.1%,7,57,50,33
tract,26161465000,6077,8.0%,,31,70.7%,74.8%,3,63,14,16
tract,26159011400,4743,8.0%,,0,76.9%,68.1%,91,94,48,98
tract,26093710300,4111,8.0%,,30,76.1%,77.9%,23,12,13,31
tract,26093712602,3622,8.0%,,47,77.0%,83.4%,6,5,7,9
tract,26115831700,4094,8.0%,,51,77.0%,68.7%,48,6,26,45
tract,26139024300,5528,8.0%,,14,77.6%,79.3%,15,15,13,41
tract,26099262500,4961,8.0%,,82,78.9%,78.5%,68,62,61,89
tract,26163556100,3287,8.0%,,64,77.1%,76.4%,55,21,55,70
tract,26163567201,3592,8.0%,,68,75.7%,76.9%,43,9,28,31
tract,26163571800,2883,8.0%,3.0,67,77.2%,76.2%,74,61,43,91
tract,26163575400,2976,8.0%,3.0,,76.6%,75.7%,,,,
tract,26005030703,2814,7.9%,,0,76.6%,74.8%,67,57,49,86
tract,26081000100,2523,7.9%,3.0,67,76.0%,73.7%,35,35,53,62
tract,26081012606,5700,7.9%,,82,77.0%,75.7%,39,69,53,41
tract,26081012702,4298,7.9%,,82,78.1%,76.4%,14,7,55,42
tract,26099224100,9425,7.9%,,56,77.7%,79.1%,4,6,23,55
tract,26125183100,4540,7.9%,3.0,83,75.0%,74.6%,5,15,25,4
tract,26125191000,1716,7.9%,,52,76.3%,79.4%,3,19,25,4
tract,26121003200,5505,7.9%,,49,75.9%,72.8%,49,55,19,9
tract,26163585900,2920,7.9%,,76,78.2%,77.6%,74,92,58,43
tract,26075000500,1750,7.9%,2.1,57,75.3%,76.9%,52,62,49,44
tract,26017286600,5382,7.9%,3.7,19,76.4%,73.6%,59,41,16,59
tract,26045021100,5637,7.9%,,23,76.6%,73.4%,42,78,18,10
tract,26049011211,4945,7.9%,,39,78.2%,83.5%,34,29,45,18
tract,26099232200,5283,7.9%,,78,77.9%,77.1%,65,56,48,48
tract,26099232300,4481,7.9%,,82,77.6%,74.5%,67,72,27,72
tract,26125128500,3191,7.9%,,40,75.8%,74.7%,23,33,39,33
tract,26099241300,2626,7.9%,,62,77.8%,75.2%,39,12,50,76
tract,26099245000,3655,7.9%,,60,80.9%,77.4%,79,93,61,65
tract,26125190700,5239,7.9%,,52,78.4%,78.9%,3,5,34,12
tract,26125139200,6455,7.9%,,62,76.5%,75.7%,36,9,4,35
tract,26125196900,3546,7.9%,,70,78.6%,78.2%,5,12,67,30
tract,26125197200,3672,7.9%,,73,78.3%,78.6%,19,47,56,29
tract,26161410400,3665,7.9%,,73,73.5%,80.1%,16,65,36,84
tract,26163515700,3719,7.9%,3.3,68,85.7%,81.1%,62,36,87,21
tract,26139025200,5784,7.9%,,73,78.8%,74.2%,25,46,64,75
tract,26163561700,2223,7.9%,,54,75.8%,75.1%,38,44,35,41
tract,26163563700,1729,7.9%,,76,77.8%,80.7%,10,15,68,8
tract,26163572000,2039,7.9%,,66,76.8%,76.3%,63,12,16,39
tract,26163581900,3960,7.9%,,72,75.1%,77.3%,40,4,37,11
tract,26021020500,3273,7.8%,,49,78.4%,70.9%,91,43,46,53
tract,26037011104,6610,7.8%,,38,77.7%,76.5%,46,56,15,26
tract,26099258000,2494,7.8%,,58,81.7%,76.7%,43,17,64,27
tract,26077001502,4555,7.8%,,61,75.6%,80.2%,44,43,42,31
tract,26139021303,2830,7.8%,,23,78.0%,75.8%,7,46,18,54
tract,26125167500,5384,7.8%,,61,78.0%,78.0%,28,83,47,25
tract,26145001400,2913,7.8%,2.6,43,79.4%,77.0%,53,7,54,72
tract,26149040400,2237,7.8%,,20,76.6%,72.0%,81,91,54,96
tract,26165380600,3142,7.8%,,70,75.3%,73.9%,73,77,0,40
tract,26065003902,4614,7.8%,2.4,67,77.8%,74.8%,70,63,30,24
tract,26163569100,2483,7.8%,3.0,69,75.3%,74.8%,46,20,26,27
tract,26017280700,3145,7.8%,3.5,18,77.7%,72.7%,97,67,35,32
tract,26017280900,2909,7.8%,3.6,22,76.9%,71.8%,87,62,47,56
tract,26099255100,3251,7.8%,,59,77.2%,75.1%,74,18,40,93
tract,26145011500,2555,7.8%,,38,80.5%,74.0%,69,46,63,98
tract,26125128300,4477,7.8%,,53,76.5%,75.7%,26,51,25,3
tract,26125183300,3017,7.8%,,72,75.7%,77.2%,21,22,31,4
tract,26125133100,4466,7.8%,,72,78.9%,77.0%,31,26,40,84
tract,26125193700,4609,7.8%,,63,77.3%,75.9%,24,25,56,59
tract,26125153300,3656,7.8%,3.0,66,77.2%,80.1%,3,7,16,22
tract,26081010200,4426,7.8%,,0,75.2%,70.7%,80,76,28,23
tract,26081011803,4893,7.8%,,67,77.3%,80.0%,9,84,31,6
tract,26107960500,4211,7.8%,,0,76.1%,71.7%,71,95,24,44
tract,26163599100,4292,7.8%,,53,76.9%,76.4%,37,22,37,13
tract,26161405500,2493,7.8%,,78,74.8%,77.5%,43,50,65,30
tract,26163565700,3126,7.8%,,81,77.7%,77.9%,36,24,54,58
tract,26163569900,2664,7.8%,4.0,72,75.5%,73.7%,55,27,32,30
tract,26163572500,1857,7.8%,,75,78.4%,75.1%,72,45,43,95
tract,26163572800,5034,7.8%,,72,76.5%,74.1%,75,21,37,90
tract,26163575200,3729,7.8%,3.0,70,76.5%,77.7%,36,3,36,82
tract,26025002100,1122,7.7%,4.0,35,74.1%,68.2%,71,41,7,25
tract,26059050700,4898,7.7%,,38,75.5%,69.6%,65,91,22,46
tract,26099256100,2499,7.7%,,70,77.7%,79.0%,46,27,53,68
tract,26081012902,4920,7.7%,,79,76.0%,75.7%,55,39,60,58
tract,26099221100,7116,7.7%,,60,76.1%,78.7%,15,68,21,61
tract,26099230300,4580,7.7%,,67,76.4%,77.4%,59,80,14,47
tract,26125141100,2984,7.7%,3.0,63,78.1%,70.8%,81,82,74,100
tract,26163555600,2799,7.7%,,69,80.5%,81.3%,30,22,71,73
tract,26163561200,6959,7.7%,,59,79.7%,82.7%,8,9,60,49
tract,26065007000,5832,7.7%,2.7,75,76.3%,79.8%,46,19,52,77
tract,26005030402,5370,7.7%,,26,75.4%,79.6%,5,21,13,20
tract,26025000800,2713,7.7%,3.2,44,77.3%,70.2%,74,53,58,98
tract,26049012311,1720,7.7%,,36,77.6%,72.4%,74,24,49,50
tract,26049003000,4404,7.7%,2.0,48,78.9%,80.6%,62,39,66,69
tract,26049011401,3512,7.7%,,47,76.8%,77.2%,67,64,52,66
tract,26065002800,2709,7.7%,3.0,78,76.9%,77.7%,51,21,28,22
tract,26099247100,857,7.7%,,61,75.8%,74.0%,96,15,39,19
tract,26121002601,3641,7.7%,,77,75.4%,74.9%,66,87,40,82
tract,26099228100,1641,7.7%,,73,76.8%,73.1%,75,86,36,63
tract,26077001300,1953,7.7%,,61,75.7%,77.4%,64,29,43,29
tract,26099242100,2565,7.7%,,58,79.8%,78.7%,68,40,62,76
tract,26125184200,4038,7.7%,3.0,75,74.8%,76.4%,16,66,37,32
tract,26125194600,4589,7.7%,,59,76.9%,77.9%,3,28,34,24
tract,26081000400,3071,7.7%,2.3,74,74.8%,74.9%,10,9,19,19
tract,26161412100,3205,7.7%,,62,74.0%,74.1%,52,59,54,59
tract,26139021700,4990,7.7%,,32,78.4%,78.2%,5,23,25,12
tract,26125170300,2793,7.7%,3.0,68,75.1%,79.8%,18,24,29,49
tract,26125175100,5169,7.7%,4.0,81,75.8%,73.9%,77,73,28,36
tract,26115832000,1700,7.7%,,47,76.8%,70.2%,72,49,27,58
tract,26161403500,3078,7.7%,,73,71.3%,79.7%,12,57,30,2
tract,26093744600,2034,7.7%,,47,76.6%,81.2%,19,51,21,11
tract,26163564401,5315,7.7%,,55,77.9%,79.1%,6,10,53,44
tract,26163564503,3470,7.7%,,69,79.6%,83.8%,22,48,64,34
tract,26163572400,1407,7.7%,3.5,70,76.0%,75.5%,58,13,3,56
tract,26075000100,3220,7.6%,2.9,61,74.4%,72.4%,87,60,13,8
tract,26049011302,3191,7.6%,4.0,55,75.7%,73.9%,82,29,17,61
tract,26075006900,2952,7.6%,3.6,61,75.2%,72.4%,92,26,50,59
tract,26125183000,3796,7.6%,,75,75.9%,72.5%,29,71,38,12
tract,26125128700,2181,7.6%,,45,76.6%,74.0%,12,2,36,14
tract,26161411700,2187,7.6%,,64,72.7%,76.2%,53,16,63,49
tract,26065005202,3771,7.6%,,61,76.7%,78.0%,23,22,41,61
tract,26073000400,5316,7.6%,,44,76.0%,79.1%,40,48,25,8
tract,26075000400,3995,7.6%,2.9,66,73.6%,76.7%,77,46,36,31
tract,26075005000,2342,7.6%,2.7,48,74.6%,74.4%,56,58,32,86
tract,26055551300,7791,7.6%,,48,76.9%,76.9%,64,100,12,52
tract,26103000700,3334,7.6%,,27,75.8%,76.2%,44,64,10,2
tract,26099220001,7631,7.6%,,24,77.4%,82.8%,2,2,17,9
tract,26125133003,3356,7.6%,,67,76.4%,75.7%,15,51,44,27
tract,26155030800,3286,7.6%,,41,75.4%,70.5%,78,97,8,64
tract,26125160600,4641,7.6%,,69,81.6%,78.5%,30,56,73,60
tract,26163591600,2270,7.6%,,70,78.0%,79.1%,11,10,57,89
tract,26139022001,5689,7.6%,,48,77.1%,78.3%,23,74,43,32
tract,26149040600,3184,7.6%,,50,74.7%,69.1%,89,78,47,95
tract,26087339500,3568,7.6%,,0,75.9%,71.5%,81,95,65,94
tract,26139023002,7425,7.6%,,49,77.8%,77.4%,7,0,31,4
tract,26139023500,4835,7.6%,,22,78.3%,79.3%,1,1,9,5
tract,26093725100,4884,7.6%,,72,74.7%,81.6%,36,91,25,7
tract,26099262300,4079,7.6%,,83,78.8%,78.0%,67,64,60,79
tract,26163538200,2214,7.6%,1.0,72,84.6%,85.6%,22,1,85,32
tract,26163554600,3648,7.6%,3.0,65,77.6%,79.3%,20,11,52,18
tract,26163554700,2919,7.6%,2.0,70,80.0%,81.7%,7,11,77,65
tract,26163564000,1963,7.6%,,72,76.8%,79.0%,58,89,62,93
tract,26049002400,3221,7.5%,4.0,49,76.7%,73.5%,57,68,47,96
tract,26099255700,1848,7.5%,3.0,62,76.9%,75.2%,54,75,44,73
tract,26099224600,6222,7.5%,,60,76.8%,78.3%,56,64,34,25
tract,26161410900,1555,7.5%,,72,71.2%,79.0%,11,6,35,17
tract,26065003801,3898,7.5%,,65,77.2%,80.5%,43,45,50,55
tract,26163582000,3235,7.5%,,73,76.5%,73.4%,51,63,44,47
tract,26025003300,2065,7.5%,,34,79.6%,74.1%,74,95,42,82
tract,26049002700,3580,7.5%,4.0,48,76.5%,69.8%,92,69,37,57
tract,26099255900,1796,7.5%,3.0,68,77.1%,75.1%,65,77,47,18
tract,26125191100,2616,7.5%,,52,76.7%,74.2%,32,27,35,24
tract,26125140100,1345,7.5%,,71,76.6%,64.6%,,,,
tract,26125198000,3877,7.5%,,77,77.5%,77.1%,10,4,62,15
tract,26081003300,4040,7.5%,1.7,83,77.2%,82.2%,22,86,56,42
tract,26125161000,2105,7.5%,,63,84.4%,83.9%,44,35,89,82
tract,26161455000,5060,7.5%,,47,72.7%,77.8%,31,48,55,60
tract,26161402700,5319,7.5%,,75,73.4%,77.3%,1,50,50,11
tract,26139024400,10264,7.5%,,0,78.1%,78.0%,3,10,9,11
tract,26163551300,3630,7.5%,,56,80.8%,80.8%,36,91,68,94
tract,26163577800,4757,7.5%,2.8,72,75.5%,75.1%,73,19,37,62
tract,26161400400,3087,7.5%,,80,72.3%,75.1%,39,28,41,1
tract,26099262100,961,7.4%,,83,76.4%,74.4%,83,28,40,40
tract,26077001906,4777,7.4%,,72,74.8%,78.2%,38,64,22,9
tract,26125170200,3375,7.4%,3.0,68,75.4%,79.9%,1,5,27,2
tract,26161414700,1606,7.4%,,76,71.9%,79.1%,16,24,49,11
tract,26163564504,7404,7.4%,,62,78.9%,78.2%,30,49,66,23
tract,26017280400,2555,7.4%,3.4,18,76.6%,76.9%,66,52,37,26
tract,26025001400,4307,7.4%,2.9,54,76.2%,71.3%,83,63,58,92
tract,26025001800,6045,7.4%,,53,76.5%,74.4%,77,70,61,44
tract,26025003600,2070,7.4%,,41,80.8%,70.5%,92,60,79,83
tract,26145010100,9877,7.4%,,65,76.3%,76.0%,27,66,35,6
tract,26147625000,1484,7.4%,,51,76.0%,71.6%,80,57,49,64
tract,26077001503,4716,7.4%,2.2,64,75.5%,78.8%,33,56,34,6
tract,26125183800,4379,7.4%,3.0,79,75.3%,76.7%,11,34,16,2
tract,26125137400,6560,7.4%,,60,78.3%,77.7%,1,0,46,14
tract,26125162300,3818,7.4%,,67,85.0%,80.9%,37,27,91,19
tract,26125167800,4351,7.4%,,57,77.8%,77.9%,26,38,49,13
tract,26125170100,2905,7.4%,3.0,69,75.7%,78.9%,1,1,18,2
tract,26163592000,4492,7.4%,,44,76.4%,78.3%,23,9,28,42
tract,26081014000,7043,7.4%,3.0,80,75.0%,69.9%,51,74,54,51
tract,26125181400,3252,7.4%,,80,75.1%,74.1%,39,39,13,14
tract,26093713700,4726,7.4%,,49,75.8%,79.1%,6,13,9,25
tract,26163515400,1633,7.4%,3.0,71,80.1%,84.4%,32,64,53,18
tract,26163557000,3227,7.4%,,64,76.6%,78.1%,25,24,46,21
tract,26163572600,4984,7.4%,,70,76.0%,72.7%,79,19,44,48
tract,26163578000,2527,7.4%,3.0,73,75.4%,75.7%,73,28,48,31
tract,26163583000,2626,7.4%,,72,75.8%,71.8%,55,5,26,45
tract,26163583100,3515,7.4%,,74,75.4%,68.2%,87,48,37,94
tract,26099245200,3003,7.3%,,72,76.6%,75.6%,49,92,54,40
tract,26093722500,2300,7.3%,,49,74.4%,81.3%,13,10,1,12
tract,26125160400,2816,7.3%,,53,84.5%,80.7%,54,61,92,87
tract,26161414900,3452,7.3%,,76,74.8%,77.3%,6,15,62,9
tract,26161407600,3150,7.3%,,60,75.0%,80.8%,11,26,64,32
tract,26163591501,3359,7.3%,,68,77.4%,74.4%,81,90,61,93
tract,26163566700,4147,7.3%,3.0,86,75.7%,73.5%,83,8,43,56
tract,26163583200,2245,7.3%,,74,74.1%,71.5%,78,35,51,9
tract,26163583900,3954,7.3%,,73,78.5%,78.4%,60,50,67,77
tract,26021002100,2111,7.3%,,64,81.8%,67.4%,99,99,80,80
tract,26023951300,5854,7.3%,,0,76.8%,74.3%,61,78,57,49
tract,26049010811,2580,7.3%,,45,81.5%,77.3%,87,74,79,90
tract,26099255800,2630,7.3%,3.0,62,77.0%,76.5%,63,39,39,62
tract,26099223800,16096,7.3%,,43,76.8%,82.5%,17,3,15,48
tract,26099224200,8915,7.3%,,65,76.9%,75.8%,58,45,41,95
tract,26147636000,4613,7.3%,,56,77.1%,65.8%,88,91,36,72
tract,26125128900,7094,7.3%,,68,76.7%,77.9%,10,25,36,41
tract,26161414500,2989,7.3%,,75,74.1%,78.6%,36,5,63,37
tract,26081013400,5647,7.3%,2.8,78,75.2%,77.6%,53,51,52,46
tract,26159010600,2869,7.3%,,22,78.3%,70.6%,91,92,74,99
tract,26115832100,3186,7.3%,,42,76.1%,68.0%,71,53,25,46
tract,26163554800,3382,7.3%,,67,81.8%,80.8%,58,18,77,24
tract,26163555500,2911,7.3%,,65,81.9%,81.1%,51,60,81,80
tract,26163559100,2421,7.3%,,74,75.3%,79.8%,19,3,40,7
tract,26163565100,3515,7.3%,,75,78.8%,78.5%,78,64,64,94
tract,26163566800,2687,7.3%,3.5,87,77.1%,76.6%,66,35,56,38
tract,26163577600,3447,7.3%,3.0,72,75.0%,75.2%,74,9,56,41
tract,26163584000,4359,7.3%,,73,76.6%,77.6%,49,41,40,20
tract,26163585500,1730,7.3%,,82,76.3%,73.9%,53,43,35,55
tract,26139023001,6429,7.2%,,40,77.9%,74.2%,5,65,17,10
tract,26163538100,2329,7.2%,2.1,73,83.9%,84.6%,28,3,85,17
tract,26163577400,3548,7.2%,3.0,73,75.0%,76.3%,63,39,60,89
tract,26025003500,2799,7.2%,,60,76.1%,75.8%,63,47,42,16
tract,26065002700,3049,7.2%,3.0,74,76.4%,76.0%,43,52,64,43
tract,26121000800,2863,7.2%,2.6,69,76.6%,74.3%,64,52,44,59
tract,26099268100,2839,7.2%,3.0,84,79.2%,76.9%,75,39,66,62
tract,26099268400,3232,7.2%,,87,77.9%,71.9%,99,56,53,65
tract,26145001500,4037,7.2%,2.6,47,78.2%,74.9%,94,67,64,44
tract,26099223900,8322,7.2%,,52,77.0%,81.8%,6,1,20,24
tract,26125135000,3842,7.2%,,51,74.6%,69.0%,68,53,35,82
tract,26081001101,5962,7.2%,,76,77.8%,75.2%,71,80,69,87
tract,26125160500,4149,7.2%,,78,80.2%,78.0%,50,53,71,78
tract,26125161500,1826,7.2%,,65,83.7%,81.6%,24,1,88,55
tract,26081011702,4519,7.2%,,69,74.8%,75.8%,21,31,27,3
tract,26125181500,2465,7.2%,3.2,83,74.5%,70.0%,44,19,27,8
tract,26163554300,4695,7.2%,,62,77.6%,79.9%,47,20,59,2
tract,26163566900,4925,7.2%,4.0,84,77.6%,75.4%,56,87,58,88
tract,26163567202,2765,7.2%,,69,77.1%,78.0%,69,52,58,29
tract,26163571500,4701,7.2%,,66,77.0%,71.9%,89,75,35,42
tract,26163573100,4078,7.2%,,73,76.2%,74.5%,81,51,31,68
tract,26099258500,1981,7.1%,,61,81.8%,82.8%,52,19,81,69
tract,26125181600,5236,7.1%,4.0,84,74.1%,72.3%,62,53,23,41
tract,26125140600,2600,7.1%,,71,79.2%,75.2%,63,81,65,74
tract,26125142600,3539,7.1%,1.3,63,78.9%,75.8%,74,96,67,72
tract,26163524500,113,7.1%,3.9,82,76.7%,77.2%,100,8,86,7
tract,26163554400,3171,7.1%,3.0,62,79.5%,78.2%,63,90,80,91
tract,26163577900,4325,7.1%,2.3,71,74.8%,73.8%,61,27,32,95
tract,26065980100,42,7.1%,3.1,74,76.5%,77.4%,0,0,87,3
tract,26073940400,3800,7.1%,,36,74.6%,73.5%,79,91,38,22
tract,26033970300,4145,7.1%,,0,74.9%,73.7%,73,78,33,22
tract,26049003600,6557,7.1%,2.3,55,76.8%,73.5%,86,53,60,57
tract,26065002901,3515,7.1%,,75,76.5%,77.4%,52,57,45,10
tract,26099263500,4110,7.1%,,81,77.5%,78.8%,78,50,58,51
tract,26147622000,4338,7.1%,,63,76.1%,69.3%,79,10,41,57
tract,26125193500,2800,7.1%,,53,75.6%,72.8%,51,38,40,44
tract,26161410700,1220,7.1%,,74,75.3%,75.6%,76,77,67,80
tract,26125162000,3520,7.1%,,69,84.2%,80.6%,62,33,75,62
tract,26081013000,3336,7.1%,3.0,71,74.5%,72.2%,27,62,30,37
tract,26163985700,0,7.1%,,,76.7%,77.2%,,,,
tract,26099262700,5046,7.1%,,79,78.3%,75.6%,59,36,64,33
tract,26049980100,0,7.0%,4.0,,76.8%,65.8%,,,,
tract,26065000100,1896,7.0%,3.1,81,75.0%,76.5%,69,25,61,14
tract,26099256500,1490,7.0%,,59,76.7%,77.7%,60,46,46,32
tract,26099263400,3802,7.0%,,82,77.2%,72.4%,64,60,54,71
tract,26125136300,4987,7.0%,,63,77.1%,77.3%,13,32,57,13
tract,26073000600,4427,7.0%,,50,75.1%,73.1%,82,91,35,18
tract,26075001200,2284,7.0%,3.7,75,74.6%,72.4%,89,69,52,54
tract,26049002200,1924,7.0%,3.1,60,76.8%,65.8%,98,46,53,99
tract,26099255600,3503,7.0%,3.0,71,76.6%,76.8%,79,5,37,86
tract,26121000100,5273,7.0%,4.0,74,79.1%,74.7%,75,82,65,60
tract,26099225600,4479,7.0%,,59,76.0%,80.1%,35,37,37,12
tract,26125183500,2382,7.0%,3.0,70,75.8%,72.5%,54,74,65,74
tract,26163521800,1625,7.0%,3.3,82,85.3%,78.5%,86,50,97,100
tract,26125167400,5221,7.0%,3.0,67,76.9%,76.8%,31,78,59,47
tract,26081014804,7951,7.0%,,83,74.0%,75.4%,33,40,1,12
tract,26161404500,4190,7.0%,,78,71.9%,77.1%,32,81,55,42
tract,26139025100,7405,7.0%,,76,78.1%,71.2%,83,86,61,95
tract,26099258100,3717,7.0%,4.0,63,78.9%,78.9%,52,29,65,55
tract,26163564600,6121,7.0%,,70,77.3%,82.7%,1,5,54,13
tract,26163579900,4942,7.0%,1.9,70,76.5%,78.7%,59,31,28,44
tract,26075000900,3068,7.0%,2.0,54,74.6%,75.4%,63,36,48,61
tract,26049012202,1048,6.9%,4.0,58,80.9%,78.7%,80,18,77,40
tract,26099245400,1421,6.9%,,58,80.7%,78.2%,68,70,69,18
tract,26081014100,1931,6.9%,3.0,86,75.0%,73.1%,51,25,71,87
tract,26091061302,3036,6.9%,,70,76.3%,75.0%,72,64,61,82
tract,26111290700,3738,6.9%,,84,74.2%,81.0%,42,61,29,19
tract,26067031700,4597,6.9%,,59,74.5%,73.9%,75,94,22,72
tract,26025000200,3524,6.9%,2.8,52,76.5%,72.3%,72,99,59,88
tract,26045020202,4742,6.9%,,66,80.1%,76.3%,61,45,72,94
tract,26099247601,2089,6.9%,,56,79.7%,76.6%,86,87,63,32
tract,26145010600,2235,6.9%,,37,78.3%,77.1%,27,34,55,63
tract,26077001603,1710,6.9%,3.0,72,73.8%,78.9%,33,31,31,53
tract,26077001803,2197,6.9%,3.5,76,74.8%,73.0%,80,80,56,85
tract,26099241700,4796,6.9%,,67,76.9%,79.0%,67,17,51,70
tract,26125184300,2729,6.9%,,79,73.5%,75.0%,22,4,36,6
tract,26081004200,4334,6.9%,2.5,89,75.9%,78.4%,35,50,58,33
tract,26161400700,2887,6.9%,,81,71.9%,75.6%,57,62,46,0
tract,26099256800,1631,6.9%,,70,76.3%,72.9%,94,22,42,58
tract,26099258300,2474,6.9%,3.4,72,80.1%,79.5%,84,58,66,27
